Date,Open,High,Low,Close,Adj Close,Volume
2021-08-23,41.500000,41.700001,38.400002,38.950001,37.632454,3183194
2021-08-24,39.150002,40.650002,39.000000,40.400002,39.033405,1754040
2021-08-25,41.000000,41.450001,40.500000,41.200001,39.806343,1239734
2021-08-26,41.200001,41.349998,40.700001,40.799999,39.419872,977862
2021-08-27,40.500000,43.250000,40.099998,42.450001,41.014061,3696684
2021-08-30,43.750000,44.650002,43.099998,43.799999,42.318394,6365251
2021-08-31,44.500000,44.500000,43.500000,43.950001,42.463318,2131452
2021-09-01,44.000000,44.450001,42.900002,43.150002,41.690380,1950677
2021-09-02,43.099998,44.200001,43.099998,44.049999,42.559937,1439491
2021-09-03,44.049999,44.549999,42.799999,43.099998,41.642071,2026892
2021-09-06,43.349998,43.799999,43.200001,43.599998,42.125156,919233
2021-09-07,43.900002,43.900002,42.400002,42.650002,41.207294,1559164
2021-09-08,42.750000,43.349998,42.250000,42.500000,41.062366,1106092
2021-09-09,42.700001,42.799999,41.799999,42.250000,40.820824,2308868
2021-09-13,42.299999,42.750000,42.049999,42.299999,40.869133,1205096
2021-09-14,42.599998,44.500000,42.400002,43.549999,42.076847,2037895
2021-09-15,43.450001,45.299999,43.349998,44.250000,42.753170,3678726
2021-09-16,44.250000,46.299999,44.250000,45.650002,44.105816,4050469
2021-09-17,46.000000,53.599998,45.099998,49.900002,48.212051,41285349
2021-09-20,49.650002,52.299999,47.150002,47.750000,46.134777,9194056
2021-09-21,48.400002,49.049999,46.299999,48.450001,46.811100,4593376
2021-09-22,48.400002,49.750000,48.000000,48.599998,46.956024,3869133
2021-09-23,49.000000,49.099998,47.700001,47.799999,46.183086,2315209
2021-09-24,48.150002,49.700001,46.099998,48.549999,46.907715,7008892
2021-09-27,48.849998,49.400002,47.700001,47.900002,46.279705,3760374
2021-09-28,48.349998,48.549999,46.549999,47.000000,45.410149,2927912
2021-09-29,47.000000,50.400002,46.549999,49.549999,47.873890,51266261
2021-09-30,49.549999,50.200001,47.599998,47.900002,46.279705,10140575
2021-10-01,47.599998,47.849998,46.799999,47.000000,45.410149,5105018
2021-10-04,47.599998,48.099998,47.150002,47.799999,46.183086,5565995
2021-10-05,47.900002,48.400002,47.299999,47.400002,45.796619,3807079
2021-10-06,47.500000,47.900002,46.200001,46.500000,44.927059,7237695
2021-10-07,46.599998,47.549999,46.049999,46.500000,44.927059,6342087
2021-10-08,47.049999,47.250000,46.250000,46.599998,45.023678,2592601
